Extra Consumed Qty,مقدار مصرف اضافی,
Extra Job Card Quantity,مقدار کارت کار اضافی,
Extra Large,فوق العاده بزرگ,
Extra Small,بسیار کوچک,
facebook,فیس بوک,
Facebook,فیسبوک,
Fahrenheit,فارنهایت,
Fail,شکست,
Failed Entries,ثبت‌های ناموفق,
Failed to aquire lock: {}. Lock may be held by another process.,دریافت قفل ناموفق بود: {}. قفل ممکن است توسط فرآیند دیگری حفظ شود.,
Failed to Authenticate the API key.,تأیید اعتبار کلید API انجام نشد.,
Failed to change password.,تغییر گذرواژه انجام نشد.,
Failed to complete setup,تکمیل راه‌اندازی انجام نشد,
Failed to compute request body: {},محاسبه بدنه درخواست ناموفق بود: {},
Failed to connect to server,اتصال به سرور ممکن نشد,
Failed to create demo data,ایجاد داده‌های آزمایشی ناموفق بود,
"Failed to decode token, please provide a valid base64-encoded token.",رمزگشایی توکن انجام نشد، لطفاً یک توکن رمزگذاری شده معتبر base64 ارائه دهید.,
Failed to decrypt key {0},رمزگشایی کلید {0} انجام نشد,
Failed to delete {0} documents: {1},حذف {0} سند ناموفق بود: {1},
Failed to delete closing balance.,حذف ماندهٔ اختتامیه ناموفق بود.,
Failed to delete communication,حذف ارتباط ناموفق بود,
Failed to delete rule.,حذف قانون ناموفق بود.,
Failed to enable scheduler: {0},زمان‌بندی فعال نشد: {0},
"Failed to erase demo data, please delete the demo company manually.",داده‌های نمایشی پاک نشد، لطفاً شرکت نمایشی را به صورت دستی حذف کنید.,
Failed to evaluate conditions: {},شرایط ارزیابی نشد: {},
Failed to export python type hints,پیام‌های نوع پایتون صادر نشد,
Failed to generate names from the series,نام‌هایی از سریال ایجاد نشد,
Failed to generate preview of series,پیش‌نمایش سری ایجاد نشد,
Failed to get method {0} with {1},روش {0} با {1} دریافت نشد,
Failed to get method for command {0} with {1},Failed to get method for command {0} with {1},
"Failed to import virtual doctype {}, is controller file present?",درون‌بُرد doctype مجازی {} انجام نشد، آیا فایل کنترل کننده وجود دارد؟,
Failed to install presets,از پیش تنظیمات نصب نشد,
Failed to optimize image: {0},تصویر بهینه نشد: {0},
Failed to parse MT940 format. Error: {0},تجزیهٔ قالب MT940 ناموفق بود. خطا: {0},
Failed to personalize your setup,شخصی‌سازی راه‌اندازی شما ناموفق بود,
Failed to post depreciation entries,ثبت اسناد استهلاک ناموفق بود,
Failed to render message: {},رندر پیام ناموفق بود: {},
Failed to render subject: {},رندر موضوع ناموفق بود: {},
Failed to request login to Frappe Cloud,درخواست ورود به Frappe Cloud ناموفق بود,
Failed to retrieve the list of IMAP folders from the server. Please ensure the mailbox is accessible and the account has permission to list folders.,بازیابی فهرست پوشه‌های IMAP از سرور با شکست مواجه شد. لطفاً مطمئن شوید که صندوق پستی قابل دسترسی است و حساب مجوز فهرست کردن پوشه‌ها را دارد.,
Failed to run rules evaluation,اجرای ارزیابی قوانین ناموفق بود,
Failed to send email for campaign {0} to {1},ارسال ایمیل برای کمپین {0} به {1} ناموفق بود,
Failed to send email with subject:,ایمیل با موضوع ارسال نشد:,
Failed to send notification email,ایمیل اعلان ارسال نشد,
Failed to set defaults,تنظیم پیش‌فرض‌ها ناموفق بود,
Failed to setup company,راه‌اندازی شرکت ناموفق بود,
Failed to setup defaults,تنظیم پیش‌فرض‌ها انجام نشد,
Failed to setup defaults for country {0}. Please contact support.,تنظیم پیش‌فرض‌های کشور {0} انجام نشد. لطفاً با پشتیبانی تماس بگیرید.,
Failed to update auto classify transactions settings,به‌روزرسانی تنظیمات طبقه‌بندی خودکار تراکنش‌ها ناموفق بود,
Failed to update global settings,تنظیمات سراسری به روز نشد,
Failed to update rule priorities,به‌روزرسانی اولویت‌های قوانین ناموفق بود,
Failed to update subscription status for {0} {1},به‌روزرسانی وضعیت اشتراک برای {0} {1} ناموفق بود,
Failed Transactions,تراکنش‌های ناموفق,
Failed while calling API {0},هنگام فراخوان API {0} ناموفق بود,
Failure,شکست,
FAILURE,شکست,
Failure: {0},شکست: {0},
fairlogin,ورود منصفانه (fairlogin),
Faraday,فارادی,
Fathom,فاتوم,
Fees,هزینه‌ها,
Female,مونث,
Fetch attached images from document,واکشی تصاویر پیوست شده از سند,
Fetch Based On,واکشی بر اساس,
Fetch exploded BOM (including sub-assemblies),واکشی BOM گسترده شده (شامل زیر مونتاژ ها),
Fetch Images,واکشی تصاویر,
Fetch Items from Warehouse,واکشی کالاها از انبار,
Fetch Latest Exchange Rate,واکشی آخرین نرخ ارز,
Fetch Overdue Payments,واکشی پرداخت‌های معوق,
Fetch Subscription Updates,واکشی به‌روزرسانی‌های اشتراک,
Fetch Timesheet,واکشی جدول زمانی,
Fetched automatically on sales orders and invoices for this customer.,به طور خودکار در سفارش‌های فروش و فاکتورهای این مشتری واکشی می‌شود.,
Fetched only {0} available serial numbers.,فقط {0} شماره سریال در دسترس واکشی شد.,
Fetching default Global Search documents.,در حال واکشی اسناد جستجوی سراسری پیش‌فرض.,
Fetching exchange rates ...,واکشی نرخ ارز ...,
Fetching fields from {0}...,واکشی فیلدها از {0}...,
Fetching Material Requests...,واکشی درخواست‌های مواد...,
Fetching Sales Orders...,در حال دریافت سفارش‌های فروش...,
Fetching...,در حال دریافت...,
FG Items to Make,کالاهای تمام‌شده برای ساخت,
Field '{0}' is not a valid Account field,فیلد «{0}» فیلد حساب معتبری نیست,
Field '{0}' is not a valid Company link field for DocType {1},فیلد «{0}» فیلد پیوند شرکت معتبری برای نوع سند {1} نیست,
"Field ""route"" is mandatory for Web Views","فیلد ""مسیر"" برای بازدیدهای وب اجباری است",
"Field ""title"" is mandatory if ""Website Search Field"" is set.","فیلد ""عنوان"" در صورت تنظیم ""فیلد جستجوی وب سایت"" اجباری است.",
"Field ""value"" is mandatory. Please specify value to be updated","فیلد ""value"" اجباری است. لطفاً مقدار مورد نظر برای به‌روزرسانی را مشخص کنید",
Field {0} does not exist on {1},فیلد {0} در {1} وجود ندارد,
Field {0} is referring to non-existing doctype {1}.,فیلد {0} به نوع سند موجود {1} اشاره دارد.,
Field {0} must be a virtual field to support virtual doctype.,فیلد {0} باید یک فیلد مجازی باشد تا از نوع سند مجازی پشتیبانی کند.,
Field {0} not found.,فیلد {0} یافت نشد.,
Field {0} on document {1} is neither a Mobile number field nor a Customer or User link,فیلد {0} در سند {1} نه یک فیلد شماره موبایل است و نه یک پیوند مشتری یا کاربر,
Field <code>{0}</code> not found in {1},فیلد <code>{0}</code> در {1} یافت نشد,
Field and operator must be strings,فیلد و عملگر باید رشته باشند,
Field Missing,فیلد جا افتاده است,
Field not permitted in query,فیلد در پرسمان مجاز نیست,
Field Orientation (Left-Right),جهت فیلد (چپ به راست),
Field Orientation (Top-Down),جهت فیلد (بالا به پایین),
Field Template,قالب فیلد,
"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)",فیلدی که وضعیت گردش کار تراکنش را نشان می‌دهد (اگر فیلد موجود نباشد، یک فیلد سفارشی پنهان جدید ایجاد خواهد شد),
Field type cannot be changed for {0},نوع فیلد برای {0} قابل تغییر نیست,
fieldname,fieldname,
Fieldname '{0}' conflicting with a {1} of the name {2} in {3},"نام فیلد ""{0}"" در تضاد با یک {1} از نام {2} در {3}",
Fieldname {0} already exists in the following doctypes: {1}. A separate dimension field will not be added to these doctypes. GL Entries will use the value of the existing field as the dimension value.,نام فیلد {0} از قبل در انواع سند زیر وجود دارد: {1}. فیلد بُعد جداگانه‌ای به این انواع سند اضافه نخواهد شد. اسناد دفتر کل از مقدار فیلد موجود به‌عنوان مقدار بُعد استفاده خواهند کرد.,
Fieldname {0} appears multiple times,نام فیلد {0} چندین بار ظاهر می‌شود,
Fieldname {0} cannot have special characters like {1},نام فیلد {0} نمی‌تواند نویسه های خاصی مانند {1} داشته باشد,
Fieldname {0} conflicting with meta object,نام فیلد {0} با متا شی در تضاد است,
Fieldname {0} is restricted,نام فیلد {0} محدود شده است,
Fieldname called {0} must exist to enable autonaming,برای فعال کردن نام‌گذاری خودکار، نام فیلد به نام {0} باید وجود داشته باشد,
Fieldname Conflict,تداخل نام فیلد,
Fieldname is limited to 64 characters ({0}),نام فیلد به 64 کاراکتر محدود شده است ({0}),
Fieldname not set for Custom Field,نام فیلد برای فیلد سفارشی تنظیم نشده است,
fieldname on the document e.g.,نام فیلد در سند، مثلاً,
Fieldname which will be the DocType for this link field.,نام فیلد که DocType برای این فیلد پیوند خواهد بود.,
Fields `file_name` or `file_url` must be set for File,"فیلدهای ""file_name"" یا ""file_url"" باید برای File تنظیم شوند",
Fields must be a list or tuple when as_list is enabled,وقتی as_list فعال است، فیلدها باید یک لیست یا تاپل باشند,
"Fields must be a string, list, tuple, pypika Field, or pypika Function",فیلدها باید رشته، لیست، tuple، pypika Field یا pypika Function باشند,
"Fields separated by comma (,) will be included in the ""Search By"" list of Search dialog box","فیلدهایی که با کاما (،) از هم جدا شده اند در لیست ""جستجو بر اساس"" کادر محاوره‌ای جستجو گنجانده می‌شوند",
Fields will be copied over only at time of creation.,فیلدها فقط در زمان ایجاد کپی می‌شوند.,
Fieldtype cannot be changed from {0} to {1} in row {2},نوع فیلد را نمی‌توان از {0} به {1} در ردیف {2} تغییر داد,
Fieldtype of {0} in {1} cannot be changed from {2} to {3},نوع فیلد {0} در {1} را نمی‌توان از {2} به {3} تغییر داد,
FIFO,FIFO,
FIFO/LIFO Queue,صف FIFO/LIFO,
File '{0}' not found,"فایل ""{0}"" یافت نشد",
"File ""{0}"" was skipped because of invalid file type","فایل ""{0}"" به دلیل نوع فایل نامعتبر رد شد",
File {0} does not exist,فایل {0} وجود ندارد,
File backup is ready,پشتیبان گیری از فایل آماده است,
File does not belong to this Transaction Deletion Record,فایل متعلق به این رکورد حذف تراکنش نیست,
File Manager,مدیر فایل,
File name cannot have {0},نام فایل نمی‌تواند دارای {0} باشد,
File not attached,فایل پیوست نشده است,
File not found,فایل یافت نشد,
File not found on server,فایلی در سرور یافت نشد,
File size exceeded the maximum allowed size of {0} MB,اندازه فایل از حداکثر اندازه مجاز {0} مگابایت بیشتر است,
File too big,فایل خیلی بزرگ است,
File type of {0} is not allowed,نوع فایل {0} مجاز نیست,
File upload failed.,آپلود فایل ناموفق بود.,
File URL is required when copying an existing attachment.,هنگام کپی کردن یک پیوست موجود، آدرس فایل الزامی است.,
Filter,فیلتر,
Filter Based On,فیلتر بر اساس,
Filter by amount,فیلتر بر اساس مبلغ,
Filter by invoice status,فیلتر بر اساس وضعیت فاکتور,
Filter condition missing after operator: {0},شرط فیلتر پس از عملگر وجود ندارد: {0},
Filter fields have invalid backtick notation: {0},فیلدهای فیلتر دارای نشانه‌گذاری بک‌تیک نامعتبر هستند: {0},
"Filter must be [field, operator, value]",فیلتر باید [فیلد، عملگر، مقدار] باشد,
Filter must be a list or dict,فیلتر باید فهرست یا دیکشنری باشد,
Filter Total Zero Qty,فیلتر مجموع صفر تعداد,
Filter...,فیلتر...,
"Filtered by ""{0}""","فیلتر شده توسط ""{0}""",
Filtered by: {0}.,فیلتر شده بر اساس: {0}.,
Filtered Records,رکوردهای فیلتر شده,
Filters {0},فیلترها {0},
Filters applied to Link queries and Attachment Gallery files.,فیلترهای اعمال شده بر روی کوئری‌های لینک و فایل‌های گالری پیوست.,
Filters for Material Requests,فیلترهای درخواست‌های کالا,
Filters for Sales Orders,فیلترهای سفارش‌های فروش,
Filters missing,فیلترها یافت نشدند,
"Filters must be four-value rows with string doctypes, fields, and operators.",فیلترها باید ردیف‌های چهار مقداری با doctypeهای رشته‌ای، فیلدها و عملگرها باشند.,
Filters saved,فیلترها ذخیره شدند,
"Filters will be accessible via <code>filters</code>. <br><br>Send output as <code>result = [result]</code>, or for old style <code>data = [columns], [result]</code>","فیلترها از طریق <code>filters</code> قابل دسترسی خواهند بود. <br><br>خروجی را به صورت <code>result = [result]</code> ارسال کنید، یا به سبک قدیمی <code>data = [columns], [result]</code>",
Filters:,فیلترها:,
Finance Manager,مدیر مالی,
Financial Report Template {0} is disabled,الگوی گزارش مالی {0} غیرفعال است,
Financial Report Template {0} not found,الگوی گزارش مالی {0} یافت نشد,
Financial reports will be generated using GL Entry doctypes (should be enabled if Period Closing Voucher is not posted for all years sequentially or missing) ,گزارش‌های مالی با استفاده از اسناد ثبت دفتر کل ایجاد می‌شوند (اگر سند مالی پایان دوره برای همه سال‌ها به‌طور متوالی پست نشده باشد یا مفقود شده باشد، باید فعال شود) ,
Financial Services,خدمات مالی,
Financial Year Begins On,سال مالی شروع می‌شود,
Find {0} in {1},پیدا کردن {0} در {1},
Finish,پایان,
Finished Good {0} does not have a default BOM.,کالای تمام شده {0} BOM پیش‌فرض ندارد.,
Finished Good {0} is disabled.,کالای تمام شده {0} غیرفعال است.,
Finished Good {0} must be a stock item.,کالای تمام شده {0} باید یک کالا موجودی باشد.,
Finished Good {0} must be a sub-contracted item.,کالای تمام شده {0} باید یک کالا قرارداد فرعی باشد.,
Finished Good Item {0} must be a sub-contracted item,کالا کالای تمام شده {0} باید یک کالا قرارداد فرعی باشد,
Finished Good Item {0} Qty can not be zero,مقدار کالا کالای تمام شده {0} تعداد نمی‌تواند صفر باشد,
Finished Good Item is not specified for service item {0},کالا کالای تمام شده برای کالا سرویس مشخص نشده است {0},
Finished Good Item Qty,تعداد کالا کالای تمام شده,
"Finished good quantity being consumed ({0} in stock UOM) must equal the quantity to disassemble ({1}). Do not change the UOM, conversion factor or quantity of the finished good row.",مقدار محصول تمام‌شدهٔ مصرف‌شده ({0} بر اساس واحد اندازه‌گیری انبار) باید برابر با مقدار برای مونتاژزدایی ({1}) باشد. واحد اندازه‌گیری، ضریب تبدیل یا مقدار ردیف محصول تمام‌شده را تغییر ندهید.,
Finished Goods,کالاهای تمام شده,
Finished Goods Return,برگشت محصول تمام‌شده,
Finished Goods Value,ارزش کالاهای تمام شده,
Finished Item {0} does not match with Work Order {1},کالا تمام شده {0} با دستور تولید {1} مطابقت ندارد,
First,اولین,
First data column must be blank.,ستون داده اول باید خالی باشد.,
First Delivery Date,اولین تاریخ تحویل,
First Response Due,اولین پاسخ به علت,
First Response SLA Failed by {},اولین پاسخ SLA توسط {} انجام نشد,
First Seen,اولین‌بار دیده‌شده,
First set the name and save the record.,ابتدا نام را تنظیم کنید و رکورد را ذخیره کنید.,
"Fiscal Regime is mandatory, kindly set the fiscal regime in the company {0}",رژیم مالی اجباری است، لطفاً رژیم مالی را در شرکت تنظیم کنید {0},
Fiscal Year (requires ERPNext to be installed),سال مالی (نیازمند نصب ERPNext است),
Fiscal Year {0} does not exist,سال مالی {0} وجود ندارد,
Fiscal Year {0} Does Not Exist,سال مالی {0} وجود ندارد,
Fiscal Year {0} is not available for Company {1}.,سال مالی {0} برای شرکت {1} در دسترس نیست.,
Fiscal Year {0} is required,سال مالی {0} الزامی است,
Fiscal Year Details,جزئیات سال مالی,
Fiscal Year End Date should be one year after Fiscal Year Start Date,تاریخ پایان سال مالی باید یک سال پس از تاریخ شروع سال مالی باشد,
Fit,تناسب,
Fix SABB Entry,رفع مشکل ثبت SABB,
Fixed,ثابت,
Fixed Asset,دارایی ثابت,
Fixed Asset item {0} cannot be used in BOMs.,کالا دارایی ثابت {0} را نمی‌توان در BOMها استفاده کرد.,
Fixed Asset Item must be a non-stock item.,کالا دارایی ثابت باید یک کالا غیر موجودی باشد.,
Fixed Asset Turnover Ratio,نسبت گردش دارایی ثابت,
Fixed Assets,دارایی‌های ثابت,
Fixed Rate,نرخ ثابت,
Fleet Manager,مدیر ناوگان,
Float,عدد اعشاری,
Fluid Ounce (UK),اونس مایع (UK),
Fluid Ounce (US),اونس مایع (US),
Focus on Item Group filter,روی فیلتر گروه کالا تمرکز کنید,
Focus on search input,تمرکز روی ورودی جستجو,
Fold,تاکردن,
Fold can not be at the end of the form,فولد نمی‌تواند در انتهای فرم باشد,
Fold must come before a Section Break,فولد باید قبل از Section Break باشد,
Folder {0} is not empty,پوشه {0} خالی نیست,
Folder name should not include '/' (slash),نام پوشه نباید شامل '/' (اسلش) باشد,
Folio,فولیو,
Follow,دنبال کردن,
Followed by,به‌دنبال آن,
Following document {0},دنبال کردن سند {0},
Following documents are linked with {0},اسناد زیر با {0} مرتبط هستند,
Following fields are mandatory to create address:,فیلدهای زیر برای ایجاد آدرس اجباری هستند:,
Following fields are missing:,فیلدهای زیر وجود ندارد:,
Following fields have invalid values:,فیلدهای زیر دارای مقادیر نامعتبر هستند:,
Following fields have missing values,فیلدهای زیر دارای مقادیر جا افتاده هستند,
Following fields have missing values:,فیلدهای زیر مقادیر گمشده دارند:,
Following Material Requests have been raised automatically based on Item's re-order level,درخواست‌های مواد زیر به‌طور خودکار براساس سطح سفارش مجدد کالا مطرح شده‌اند,
Following Report Filters have missing values:,فیلترهای گزارش زیر دارای مقادیر گمشده هستند:,
"Food, Beverage & Tobacco",مواد غذایی، نوشیدنی و دخانیات,
Foot,فوت,
Foot Of Water,فوت آب,
Foot/Minute,فوت/دقیقه,
Foot/Second,فوت/ثانیه,
Footer HTML set from attachment {0},تنظیم HTML پاورقی از پیوست {0},
Footer might not be visible as {0} option is disabled</div>,ممکن است پاورقی قابل مشاهده نباشد زیرا گزینه {0} غیرفعال است</div>,
Footer will display correctly only in PDF,پاورقی فقط در PDF به درستی نمایش داده می‌شود,
For,برای,
"For 'Product Bundle' items, Warehouse, Serial No and Batch No will be considered from the 'Packing List' table. If Warehouse and Batch No are same for all packing items for any 'Product Bundle' item, those values can be entered in the main Item table, values will be copied to 'Packing List' table.","برای کالاهای ""باندل محصول""، انبار، شماره سریال و شماره دسته از جدول ""لیست بسته بندی"" در نظر گرفته می‌شود. اگر انبار و شماره دسته‌ برای همه کالاهای بسته‌بندی برای هر کالا «باندل محصول» یکسان باشد، آن مقادیر را می‌توان در جدول کالای اصلی وارد کرد، مقادیر در جدول «فهرست بسته‌بندی» کپی می‌شوند.",
For {0} at level {1} in {2} in row {3},برای {0} در سطح {1} در {2} در ردیف {3},
"For a dynamic subject, use Jinja tags like this: <code>{{ doc.name }} Delivered</code>",برای موضوع پویا، از تگ‌های Jinja به این صورت استفاده کنید: <code>{{ doc.name }} Delivered</code>,
"For an item {0}, quantity must be negative number",برای یک کالا {0}، مقدار باید عدد منفی باشد,
"For an item {0}, quantity must be positive number",برای یک کالا {0}، مقدار باید عدد مثبت باشد,
"For comparison, use >5, <10 or =324.\nFor ranges, use 5:10 (for values between 5 & 10).",برای مقایسه، از >5، <10 یا =324 استفاده کنید.\nبرای بازه‌ها، از 5:10 استفاده کنید (برای مقادیر بین 5 و 10).,
"For comparison, use >5, <10 or =324. For ranges, use 5:10 (for values between 5 & 10).",برای مقایسه، از >5، <10 یا =324 استفاده کنید. برای محدوده ها، از 5:10 (برای مقادیر بین 5 و 10) استفاده کنید.,
For DocType Link / DocType Action,برای پیوند DocType / DocType Action,
For Document Type,برای نوع سند,
For dunning fee and interest,برای هزینه اخطار بدهی و بهره,
"For e.g. 2012, 2012-13",برای مثال 2012، 2012-13,
"For example, if set to 4, the system will try to find matching transactions in other banks 4 days before and after the transaction date. This is because transactions can clear on different days on different bank accounts.",برای مثال، اگر روی ۴ تنظیم شود، سیستم سعی می‌کند تراکنش‌های مطابق را در سایر بانک‌ها ۴ روز پیش و پس از تاریخ تراکنش پیدا کند. این به این دلیل است که تراکنش‌ها ممکن است در حساب‌های بانکی مختلف در روزهای متفاوتی تسویه شوند.,
"For example, if set to 4, the system will try to find matching transfer transactions in other banks 4 days before and after the transaction date. This is because transactions can clear on different days on different bank accounts.",برای مثال، اگر روی ۴ تنظیم شود، سیستم سعی می‌کند تراکنش‌های انتقال مطابق را در سایر بانک‌ها ۴ روز پیش و پس از تاریخ تراکنش پیدا کند. این به این دلیل است که تراکنش‌ها ممکن است در حساب‌های بانکی مختلف در روزهای متفاوتی تسویه شوند.,
For example:,به عنوان مثال:,
For example: {} Open,به عنوان مثال: {} باز,
For Example: {} Open,به عنوان مثال: {} باز,
"For example: If you want to include the document ID, use {0}",برای مثال: اگر می‌خواهید شناسه سند را اضافه کنید، از {0} استفاده کنید.,
"For help see <a href=""https://frappeframework.com/docs/user/en/guides/portal-development/web-forms"" target=""_blank"" rel=""noopener noreferrer"">Client Script API and Examples</a>","برای راهنمایی به <a href=""https://frappeframework.com/docs/user/en/guides/portal-development/web-forms"" target=""_blank"" rel=""noopener noreferrer"">API اسکریپت کلاینت و نمونه‌ها</a> مراجعه کنید",
For how much spent = 1 Loyalty Point,برای مقدار هزینه = 1 امتیاز وفاداری,
For individual supplier,برای تأمین‌کننده فردی,
For Item,برای آیتم,
For Item {0} cannot be received more than {1} qty against the {2} {3},برای کالای {0} نمی‌توان بیش از مقدار {1} در مقابل {2} {3} دریافت کرد,
"For item {0}, rate must be a positive number. To Allow negative rates, enable {1} in {2}",برای کالا {0}، نرخ باید یک عدد مثبت باشد. برای مجاز کردن نرخ‌های منفی، {1} را در {2} فعال کنید,
"For item <b>{0}</b>, only <b>{1}</b> asset have been created or linked to <b>{2}</b>. Please create or link <b>{3}</b> more asset with the respective document.",برای کالای <b>{0}</b>، فقط <b>{1}</b> دارایی ایجاد یا به <b>{2}</b> پیوند داده شده است. لطفاً <b>{3}</b> دارایی دیگر را با سند مربوطه ایجاد یا پیوند دهید.,
"For legacy serial nos, do not fetch incoming rate from serial no and calculate it based on the inward transaction",برای شماره‌های سریال قدیمی، نرخ ورودی از شمارهٔ سریال دریافت نشود و بر اساس تراکنش ورودی محاسبه شود,
"For more information, {0}.",برای اطلاعات بیشتر، {0}.,
"For multiple addresses, enter the address on different line. e.g. test@test.com ⏎ test1@test.com",برای چندین آدرس، هر آدرس را در خط جداگانه وارد کنید. مثلاً test@test.com ⏎ test1@test.com,
"For operation {0} at row {1}, please add raw materials or set a BOM against it.",برای عملیات {0} در ردیف {1}، لطفاً مواد اولیه را اضافه کنید یا یک BOM برای آن تنظیم کنید.,
For operation {0}: Quantity ({1}) can not be greater than pending quantity({2}),برای عملیات {0}: مقدار ({1}) نمی‌تواند بیشتر از مقدار در انتظار ({2}) باشد,
"For PDF statements, we auto-detect the tables on each page. You can then confirm each detected table, map its columns, and exclude anything that is not transactions (e.g. ads or summaries). Password-protected PDFs are supported - the password is saved on the bank account and reused.",برای صورت‌حساب‌های PDF، جدول‌ها را در هر صفحه به‌صورت خودکار شناسایی می‌کنیم. سپس می‌توانید هر جدول شناسایی‌شده را تأیید کنید، ستون‌های آن را نگاشت کنید و هر چیزی را که تراکنش نیست (مثلاً تبلیغات یا خلاصه‌ها) حذف کنید. PDFهای محافظت‌شده با گذرواژه پشتیبانی می‌شوند - گذرواژه روی حساب بانکی ذخیره و دوباره استفاده می‌شود.,
For Production,برای تولید,
"For project - {0}, update your status",برای پروژهٔ {0}، وضعیت خود را به‌روزرسانی کنید,
"For projected and forecast quantities, the system will consider all child warehouses under the selected parent warehouse.",برای مقادیر پیش‌بینی‌شده و پیش‌بینی، سیستم همهٔ انبارهای فرزند زیرمجموعهٔ انبار والد انتخاب‌شده را در نظر خواهد گرفت.,
For Quantity (Manufactured Qty) is mandatory,برای مقدار (تعداد تولید شده) اجباری است,
For quantity {0} should not be greater than allowed quantity {1},برای مقدار {0} نباید بیشتر از مقدار مجاز {1} باشد,
For reference,برای مرجع,
"For Return Invoices with Stock effect, '0' qty Items are not allowed. Following rows are affected: {0}",برای فاکتورهای برگشتی با تأثیر موجودی، کالاهای با مقدار «۰» مجاز نیستند. ردیف‌های زیر متأثر شده‌اند: {0},
"For row {0} in {1}. To include {2} in Item rate, rows {3} must also be included",برای ردیف {0} در {1}. برای گنجاندن {2} در نرخ آیتم، ردیف‌های {3} نیز باید گنجانده شوند,
For row {0}: Enter Planned Qty,برای ردیف {0}: تعداد برنامه‌ریزی شده را وارد کنید,
For service item,برای کالای خدماتی,
For Supplier,برای تأمین‌کننده,
For the 'Apply Rule On Other' condition the field {0} is mandatory,برای شرط «اعمال قانون روی موارد دیگر» فیلد {0} اجباری است,
"For the {0}, no stock is available for the return in the warehouse {1}.",برای {0}، هیچ موجودی‌ای برای برگشت در انبار {1} در دسترس نیست.,
"For the {0}, the quantity is required to make the return entry",برای {0}، مقدار برای ایجاد سند برگشتی لازم است,
"For the convenience of customers, these codes can be used in print formats like Invoices and Delivery Notes",برای راحتی مشتریان، این کدها را می‌توان در قالب‌های چاپی مانند فاکتورها و حواله‌های تحویل استفاده کرد,
"For the item {0}, the consumed quantity should be {1} according to the BOM {2}.",برای کالای {0}، مقدار مصرف‌شده باید طبق BOM {2} برابر {1} باشد.,
"For the new {0} to take effect, would you like to clear the current {1}?",برای اعمال‌شدن {0} جدید، آیا مایلید {1} فعلی را پاک کنید؟,Clear payment terms template and/or payment schedule when due date is changed
"For updating, you can update only selective columns.",برای به‌روزرسانی، می‌توانید فقط ستون‌های انتخابی را به روز کنید.,
For Work Order,برای دستور تولید,
Force Clear,اجبار به تسویه,
Force Clear Voucher,اجبار به تسویهٔ سند,
Force evaluate all,اجبار به ارزیابی همه,
"Force re-evaluate all unreconciled transactions, even if they were previously evaluated",اجبار به ارزیابی مجدد همهٔ تراکنش‌های تطبیق‌نشده، حتی اگر قبلاً ارزیابی شده باشند,
Force Stop job,کار توقف اجباری,
Force-Fetch Subscription Updates,اجبار به دریافت به‌روزرسانی‌های اشتراک,
Forecast,پیش بینی,
Foreign Currency Translation Reserve,ذخیرهٔ تبدیل ارز خارجی,
Forgot password?,گذرواژه را فراموش کرده‌اید؟,
Forgot Password?,گذرواژه را فراموش کرده اید؟,
Form URL-Encoded,فرم URL-کدگذاری شده,
Formula evaluation error: {0},خطای ارزیابی فرمول: {0},
Formula has unbalanced parentheses,فرمول دارای پرانتزهای نامتوازن است,
"Formula must return a numeric value, got {0}",فرمول باید مقدار عددی برگرداند، دریافت‌شده: {0},
Formula references itself ('{0}'),فرمول به خودش ارجاع می‌دهد («{0}»),
Fortnightly,هر دو هفته یکبار,
Forum,انجمن,
Forum Activity,فعالیت انجمن,
Forward,رو به جلو,
found,یافت شد,
frankfurter.dev,frankfurter.dev,
frankfurter.dev - v2,frankfurter.dev - v2,
Frappe,Frappe,
Frappe CRM data synchronization is not enabled on ERPNext. Contact System Manager of ERPNext.,همگام‌سازی دادهٔ Frappe CRM روی ERPNext فعال نیست. با مدیر سیستم ERPNext تماس بگیرید.,
Frappe Framework Version,نسخهٔ Frappe Framework,
Frappe Light,Frappe روشن,
Frappe Mail,ایمیل Frappe,
Frappe Mail OAuth Error,خطای OAuth ایمیل Frappe,
"Frappe no longer uses Gravatar because it can disclose hashed email addresses to a third-party service. To fully stop this behavior, existing Gravatar image URLs must be deleted.",Frappe دیگر از Gravatar استفاده نمی‌کند زیرا ممکن است آدرس‌های ایمیل هش‌شده را به یک سرویس شخص ثالث افشا کند. برای توقف کامل این رفتار، باید آدرس‌های تصویر Gravatar موجود حذف شوند.,
Frappe page builder using components,صفحه ساز Frappe با استفاده از کامپوننت ها,
Frappe School,مدرسه Frappe,
Frappe Support,پشتیبانی Frappe,
Free,آزاد,Image Cropper
Free Alongside Ship,تحویل در کنار کشتی,
Free Carrier,تحویل به حمل‌کننده,
Free item code is not selected,کد کالا رایگان انتخاب نشده است,
Free item not set in the pricing rule {0},کالا رایگان در قانون قیمت گذاری تنظیم نشده است {0},
Free On Board,تحویل روی عرشه کشتی,
Freight and Forwarding Charges,هزینه حمل و نقل و حمل و نقل,
Frequently Read Articles,مقالات مکرر خوانده شده,
From,از,Email Sender
From and To dates are required,تاریخ‌های شروع و پایان الزامی هستند,
From and To Dates are required.,از و به تاریخ مورد نیاز است.,
From BOM No,از شماره BOM,
From Corrective Job Card,از کارت کار اصلاحی,
From Currency and To Currency cannot be same,از ارز و به ارز نمی‌توانند یکسان باشند,
From Date and To Date are mandatory,از تاریخ و تا تاریخ اجباری است,
